"alert_id","event_id","event_type","date","store_id","sku_id","event_risk","kpi_signal","forecast_signal","composite_risk_score","severity","recommended_action","event_ts","emitted_ts","event_to_alert_lag_seconds"
"AL000000000578","EV000000000578","overstock_risk","2025-01-01","ST012","SKU00414","0.64","0.0495","0.0357","0.342","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:37:59","59"
"AL000000000579","EV000000000579","overstock_risk","2025-01-01","ST012","SKU00132","0.64","0.0495","0.0391","0.3427","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:24:00","2025-01-01T19:24:49","49"
"AL000000000580","EV000000000580","overstock_risk","2025-01-01","ST012","SKU00398","0.64","0.0495","0.0234","0.3395","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:00:00","2025-01-01T19:00:48","48"
"AL000000000581","EV000000000581","reorder_trigger","2025-01-01","ST012","SKU00567","0.78","0.0495","0.0734","0.2695","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:41:00","2025-01-01T14:42:51","111"
"AL000000000582","EV000000000582","stockout_risk","2025-01-01","ST012","SKU00567","0.91","0.0495","0.0734","0.6345","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:28:00","2025-01-01T18:28:40","40"
"AL000000000583","EV000000000583","overstock_risk","2025-01-01","ST012","SKU00494","0.64","0.0495","0.0197","0.3388","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:25:00","2025-01-01T19:26:14","74"
"AL000000000584","EV000000000584","overstock_risk","2025-01-01","ST012","SKU00520","0.64","0.0495","0.0124","0.3373","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:25:00","2025-01-01T19:25:37","37"
"AL000000000585","EV000000000585","overstock_risk","2025-01-01","ST012","SKU00419","0.64","0.0495","0.0191","0.3387","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:35:00","2025-01-01T19:36:10","70"
"AL000000000586","EV000000000586","overstock_risk","2025-01-01","ST012","SKU00203","0.64","0.0495","0.0344","0.3417","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:21:00","2025-01-01T19:21:07","7"
"AL000000000587","EV000000000587","expiry_risk","2025-01-01","ST012","SKU00267","0.73","0.0495","0.0908","0.498","medium","Prioritize FEFO transfer and targeted sell-through campaign.","2025-01-01T16:18:00","2025-01-01T16:19:41","101"
"AL000000000588","EV000000000588","overstock_risk","2025-01-01","ST012","SKU00399","0.64","0.0495","0.0315","0.3411","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:40:00","2025-01-01T19:41:51","111"
"AL000000000589","EV000000000589","reorder_trigger","2025-01-01","ST012","SKU00188","0.78","0.0495","0.0759","0.27","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:01:00","2025-01-01T14:02:30","90"
"AL000000000590","EV000000000590","overstock_risk","2025-01-01","ST012","SKU00185","0.64","0.0495","0.0199","0.3388","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:29:00","2025-01-01T19:29:39","39"
"AL000000000591","EV000000000591","overstock_risk","2025-01-01","ST012","SKU00433","0.64","0.0495","0.0304","0.3409","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:21:00","2025-01-01T19:22:29","89"
"AL000000000592","EV000000000592","overstock_risk","2025-01-01","ST012","SKU00241","0.64","0.0495","0.0277","0.3404","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:32:00","2025-01-01T19:33:09","69"
"AL000000000593","EV000000000593","overstock_risk","2025-01-01","ST012","SKU00289","0.64","0.0495","0.0128","0.3374","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:33:00","2025-01-01T19:34:37","97"
"AL000000000594","EV000000000594","overstock_risk","2025-01-01","ST012","SKU00018","0.64","0.0495","0.0356","0.342","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:39:03","123"
"AL000000000595","EV000000000595","overstock_risk","2025-01-01","ST012","SKU00550","0.64","0.0495","0.0272","0.3403","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:05:00","2025-01-01T19:05:26","26"
"AL000000000596","EV000000000596","overstock_risk","2025-01-01","ST012","SKU00178","0.64","0.0495","0.0404","0.3429","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:23:00","2025-01-01T19:23:26","26"
"AL000000000597","EV000000000597","overstock_risk","2025-01-01","ST012","SKU00013","0.64","0.0495","0.0131","0.3375","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:06:00","2025-01-01T19:06:40","40"
"AL000000000598","EV000000000598","overstock_risk","2025-01-01","ST012","SKU00194","0.64","0.0495","0.0685","0.3485","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:14:00","2025-01-01T19:14:26","26"
"AL000000000599","EV000000000599","overstock_risk","2025-01-01","ST012","SKU00357","0.64","0.0495","0.0764","0.3501","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:06:00","2025-01-01T19:06:47","47"
"AL000000000600","EV000000000600","reorder_trigger","2025-01-01","ST012","SKU00428","0.78","0.0495","0.0277","0.2604","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:20:00","2025-01-01T14:21:48","108"
"AL000000000601","EV000000000601","overstock_risk","2025-01-01","ST012","SKU00482","0.64","0.0495","0.0277","0.3404","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:29:00","2025-01-01T19:29:13","13"
"AL000000000602","EV000000000602","overstock_risk","2025-01-01","ST012","SKU00401","0.64","0.0495","0.0354","0.3419","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:11:00","2025-01-01T19:11:56","56"
"AL000000000603","EV000000000603","overstock_risk","2025-01-01","ST012","SKU00318","0.64","0.0495","0.0402","0.3429","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:29:00","2025-01-01T19:31:02","122"
"AL000000000604","EV000000000604","reorder_trigger","2025-01-01","ST012","SKU00584","0.78","0.0495","0.1783","0.2905","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:27:00","2025-01-01T14:27:51","51"
"AL000000000605","EV000000000605","overstock_risk","2025-01-01","ST012","SKU00575","0.64","0.0495","0.0172","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:04:00","2025-01-01T19:05:09","69"
"AL000000000606","EV000000000606","overstock_risk","2025-01-01","ST013","SKU00074","0.64","0.0491","0.0188","0.3385","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:30:00","2025-01-01T19:31:17","77"
"AL000000000607","EV000000000607","reorder_trigger","2025-01-01","ST013","SKU00366","0.78","0.0491","0.0487","0.2645","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:25:00","2025-01-01T14:25:11","11"
"AL000000000608","EV000000000608","overstock_risk","2025-01-01","ST013","SKU00049","0.64","0.0491","0.0261","0.3399","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:08:00","2025-01-01T19:08:55","55"
"AL000000000609","EV000000000609","overstock_risk","2025-01-01","ST013","SKU00522","0.64","0.0491","0.0353","0.3418","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:15:00","2025-01-01T19:15:05","5"
"AL000000000610","EV000000000610","overstock_risk","2025-01-01","ST013","SKU00143","0.64","0.0491","0.0178","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:38:18","78"
"AL000000000611","EV000000000611","overstock_risk","2025-01-01","ST013","SKU00452","0.64","0.0491","0.0168","0.3381","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:49:00","2025-01-01T19:49:23","23"
"AL000000000612","EV000000000612","overstock_risk","2025-01-01","ST013","SKU00402","0.64","0.0491","0.0222","0.3392","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:25:00","2025-01-01T19:25:44","44"
"AL000000000613","EV000000000613","reorder_trigger","2025-01-01","ST013","SKU00124","0.78","0.0491","0.037","0.2621","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:32:00","2025-01-01T14:32:32","32"
"AL000000000614","EV000000000614","overstock_risk","2025-01-01","ST013","SKU00428","0.64","0.0491","0.0175","0.3382","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:07:00","2025-01-01T19:08:23","83"
"AL000000000615","EV000000000615","overstock_risk","2025-01-01","ST013","SKU00336","0.64","0.0491","0.0255","0.3398","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:46:00","2025-01-01T19:46:12","12"
"AL000000000616","EV000000000616","reorder_trigger","2025-01-01","ST013","SKU00489","0.78","0.0491","0.0427","0.2633","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:23:00","2025-01-01T14:23:29","29"
"AL000000000617","EV000000000617","overstock_risk","2025-01-01","ST013","SKU00173","0.64","0.0491","0.0119","0.3371","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:37:42","42"
"AL000000000618","EV000000000618","overstock_risk","2025-01-01","ST013","SKU00581","0.64","0.0491","0.0405","0.3428","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:10:00","2025-01-01T19:10:55","55"
"AL000000000619","EV000000000619","reorder_trigger","2025-01-01","ST013","SKU00568","0.78","0.0491","0.0397","0.2627","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:43:00","2025-01-01T14:43:59","59"
"AL000000000620","EV000000000620","stockout_risk","2025-01-01","ST013","SKU00568","0.91","0.0491","0.0397","0.6277","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:25:00","2025-01-01T18:26:34","94"
"AL000000000621","EV000000000621","overstock_risk","2025-01-01","ST013","SKU00499","0.64","0.0491","0.0416","0.343","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:28:00","2025-01-01T19:29:54","114"
"AL000000000622","EV000000000622","overstock_risk","2025-01-01","ST013","SKU00246","0.64","0.0491","0.0372","0.3422","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:46:00","2025-01-01T19:46:58","58"
"AL000000000623","EV000000000623","overstock_risk","2025-01-01","ST013","SKU00236","0.64","0.0491","0.0196","0.3386","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:40:00","2025-01-01T19:41:00","60"
"AL000000000624","EV000000000624","reorder_trigger","2025-01-01","ST013","SKU00518","0.78","0.0491","0.0303","0.2608","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:32:00","2025-01-01T14:33:55","115"
"AL000000000625","EV000000000625","overstock_risk","2025-01-01","ST013","SKU00573","0.64","0.0491","0.0181","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:30:00","2025-01-01T19:30:54","54"
"AL000000000626","EV000000000626","overstock_risk","2025-01-01","ST013","SKU00494","0.64","0.0491","0.0221","0.3392","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:27:00","2025-01-01T19:27:20","20"
"AL000000000627","EV000000000627","overstock_risk","2025-01-01","ST013","SKU00403","0.64","0.0491","0.0239","0.3395","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:41:00","2025-01-01T19:42:25","85"
"AL000000000628","EV000000000628","overstock_risk","2025-01-01","ST013","SKU00264","0.64","0.0491","0.0195","0.3386","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:15:00","2025-01-01T19:16:19","79"
"AL000000000629","EV000000000629","reorder_trigger","2025-01-01","ST013","SKU00273","0.78","0.0491","0.0591","0.2665","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:22:00","2025-01-01T14:23:58","118"
"AL000000000630","EV000000000630","overstock_risk","2025-01-01","ST013","SKU00538","0.64","0.0491","0.0156","0.3378","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:43:00","2025-01-01T19:43:56","56"
"AL000000000631","EV000000000631","overstock_risk","2025-01-01","ST013","SKU00196","0.64","0.0491","0.0281","0.3404","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:01:00","2025-01-01T19:01:07","7"
"AL000000000632","EV000000000632","overstock_risk","2025-01-01","ST013","SKU00231","0.64","0.0491","0.02","0.3387","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:38:43","103"
"AL000000000633","EV000000000633","overstock_risk","2025-01-01","ST013","SKU00027","0.64","0.0491","0.0266","0.3401","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:30:00","2025-01-01T19:30:53","53"
"AL000000000634","EV000000000634","overstock_risk","2025-01-01","ST013","SKU00536","0.64","0.0491","0.0196","0.3386","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:21:00","2025-01-01T19:21:45","45"
"AL000000000635","EV000000000635","overstock_risk","2025-01-01","ST013","SKU00099","0.64","0.0491","0.0253","0.3398","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:50:00","2025-01-01T19:50:50","50"
"AL000000000636","EV000000000636","reorder_trigger","2025-01-01","ST013","SKU00422","0.78","0.0491","0.0534","0.2654","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:07:00","2025-01-01T14:08:35","95"
"AL000000000637","EV000000000637","reorder_trigger","2025-01-01","ST013","SKU00252","0.78","0.0491","0.0399","0.2627","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:15:00","2025-01-01T14:15:13","13"
"AL000000000638","EV000000000638","stockout_risk","2025-01-01","ST013","SKU00252","0.91","0.0491","0.0399","0.6277","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:00:00","2025-01-01T18:00:35","35"
"AL000000000639","EV000000000639","overstock_risk","2025-01-01","ST013","SKU00132","0.64","0.0491","0.0398","0.3427","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:00:00","2025-01-01T19:00:57","57"
"AL000000000640","EV000000000640","overstock_risk","2025-01-01","ST013","SKU00048","0.64","0.0491","0.0167","0.3381","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:21:00","2025-01-01T19:21:13","13"
"AL000000000641","EV000000000641","overstock_risk","2025-01-01","ST013","SKU00327","0.64","0.0491","0.0258","0.3399","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:37:19","19"
"AL000000000642","EV000000000642","overstock_risk","2025-01-01","ST013","SKU00279","0.64","0.0491","0.0297","0.3407","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:39:00","2025-01-01T19:39:12","12"
"AL000000000643","EV000000000643","overstock_risk","2025-01-01","ST013","SKU00508","0.64","0.0491","0.0321","0.3412","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:16:00","2025-01-01T19:17:46","106"
"AL000000000644","EV000000000644","overstock_risk","2025-01-01","ST013","SKU00029","0.64","0.0491","0.0425","0.3432","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:20:00","2025-01-01T19:20:26","26"
"AL000000000645","EV000000000645","overstock_risk","2025-01-01","ST013","SKU00061","0.64","0.0491","0.0143","0.3376","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:29:00","2025-01-01T19:29:54","54"
"AL000000000646","EV000000000646","overstock_risk","2025-01-01","ST013","SKU00315","0.64","0.0491","0.0369","0.3421","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:11:00","2025-01-01T19:11:27","27"
"AL000000000647","EV000000000647","reorder_trigger","2025-01-01","ST013","SKU00241","0.78","0.0491","0.0369","0.2621","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:15:00","2025-01-01T14:15:21","21"
"AL000000000648","EV000000000648","overstock_risk","2025-01-01","ST013","SKU00294","0.64","0.0491","0.012","0.3371","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:13:00","2025-01-01T19:14:31","91"
"AL000000000649","EV000000000649","overstock_risk","2025-01-01","ST013","SKU00055","0.64","0.0491","0.0171","0.3382","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:32:00","2025-01-01T19:33:18","78"
"AL000000000650","EV000000000650","overstock_risk","2025-01-01","ST013","SKU00355","0.64","0.0491","0.0133","0.3374","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:41:00","2025-01-01T19:42:39","99"
"AL000000000651","EV000000000651","overstock_risk","2025-01-01","ST013","SKU00242","0.64","0.0491","0.0238","0.3395","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:49:00","2025-01-01T19:49:07","7"
"AL000000000652","EV000000000652","overstock_risk","2025-01-01","ST013","SKU00598","0.64","0.0491","0.0185","0.3384","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:37:14","14"
"AL000000000653","EV000000000653","reorder_trigger","2025-01-01","ST013","SKU00006","0.78","0.0491","0.0541","0.2656","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:09:00","2025-01-01T14:10:43","103"
"AL000000000654","EV000000000654","overstock_risk","2025-01-01","ST013","SKU00103","0.64","0.0491","0.0131","0.3374","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:05:00","2025-01-01T19:06:46","106"
"AL000000000655","EV000000000655","overstock_risk","2025-01-01","ST013","SKU00183","0.64","0.0491","0.0317","0.3411","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:25:00","2025-01-01T19:25:31","31"
"AL000000000656","EV000000000656","reorder_trigger","2025-01-01","ST013","SKU00202","0.78","0.0491","0.0665","0.268","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:45:00","2025-01-01T14:45:12","12"
"AL000000000657","EV000000000657","overstock_risk","2025-01-01","ST013","SKU00259","0.64","0.0491","0.0263","0.34","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:00:00","2025-01-01T19:00:11","11"
"AL000000000658","EV000000000658","overstock_risk","2025-01-01","ST013","SKU00353","0.64","0.0491","0.0204","0.3388","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:39:00","120"
"AL000000000659","EV000000000659","overstock_risk","2025-01-01","ST013","SKU00272","0.64","0.0491","0.0303","0.3408","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:21:00","2025-01-01T19:21:30","30"
"AL000000000660","EV000000000660","overstock_risk","2025-01-01","ST013","SKU00387","0.64","0.0491","0.0351","0.3417","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:15:00","2025-01-01T19:15:58","58"
"AL000000000661","EV000000000661","overstock_risk","2025-01-01","ST013","SKU00107","0.64","0.0491","0.0153","0.3378","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:13:00","2025-01-01T19:14:24","84"
"AL000000000662","EV000000000662","overstock_risk","2025-01-01","ST013","SKU00151","0.64","0.0491","0.0395","0.3426","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:44:00","2025-01-01T19:44:11","11"
"AL000000000663","EV000000000663","overstock_risk","2025-01-01","ST013","SKU00307","0.64","0.0491","0.0177","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:38:00","2025-01-01T19:38:56","56"
"AL000000000664","EV000000000664","overstock_risk","2025-01-01","ST013","SKU00194","0.64","0.0491","0.0565","0.346","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:07:00","2025-01-01T19:08:43","103"
"AL000000000665","EV000000000665","reorder_trigger","2025-01-01","ST013","SKU00208","0.78","0.0491","0.0624","0.2672","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:48:00","2025-01-01T14:48:33","33"
"AL000000000666","EV000000000666","overstock_risk","2025-01-01","ST013","SKU00227","0.64","0.0491","0.0194","0.3386","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:05:00","2025-01-01T19:05:45","45"
"AL000000000667","EV000000000667","overstock_risk","2025-01-01","ST013","SKU00113","0.64","0.0491","0.0243","0.3396","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:08:00","2025-01-01T19:09:10","70"
"AL000000000668","EV000000000668","overstock_risk","2025-01-01","ST013","SKU00462","0.64","0.0491","0.0214","0.339","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:36:00","2025-01-01T19:37:25","85"
"AL000000000669","EV000000000669","overstock_risk","2025-01-01","ST013","SKU00374","0.64","0.0491","0.0166","0.3381","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:47:00","2025-01-01T19:47:08","8"
"AL000000000670","EV000000000670","reorder_trigger","2025-01-01","ST013","SKU00030","0.78","0.0491","0.1079","0.2763","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:27:00","2025-01-01T14:28:22","82"
"AL000000000671","EV000000000671","overstock_risk","2025-01-01","ST013","SKU00393","0.64","0.0491","0.035","0.3417","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:20:00","2025-01-01T19:21:48","108"
"AL000000000672","EV000000000672","overstock_risk","2025-01-01","ST013","SKU00150","0.64","0.0491","0.0695","0.3486","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:45:00","2025-01-01T19:45:26","26"
"AL000000000673","EV000000000673","reorder_trigger","2025-01-01","ST013","SKU00408","0.78","0.0491","0.0522","0.2652","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:17:00","2025-01-01T14:17:33","33"
"AL000000000674","EV000000000674","overstock_risk","2025-01-01","ST013","SKU00505","0.64","0.0491","0.0196","0.3386","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:07:00","2025-01-01T19:07:12","12"
"AL000000000675","EV000000000675","overstock_risk","2025-01-01","ST013","SKU00135","0.64","0.0491","0.0472","0.3442","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:19:00","2025-01-01T19:20:10","70"
"AL000000000676","EV000000000676","overstock_risk","2025-01-01","ST013","SKU00076","0.64","0.0491","0.0333","0.3414","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:49:00","2025-01-01T19:50:35","95"
"AL000000000677","EV000000000677","reorder_trigger","2025-01-01","ST013","SKU00588","0.78","0.0491","0.0303","0.2608","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:28:00","2025-01-01T14:29:46","106"
"AL000000000678","EV000000000678","overstock_risk","2025-01-01","ST013","SKU00575","0.64","0.0491","0.0408","0.3429","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:50:00","2025-01-01T19:50:51","51"
"AL000000000679","EV000000000679","overstock_risk","2025-01-01","ST013","SKU00515","0.64","0.0491","0.0576","0.3462","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:40:00","2025-01-01T19:40:57","57"
"AL000000000680","EV000000000680","overstock_risk","2025-01-01","ST013","SKU00001","0.64","0.0491","0.0274","0.3402","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:00:00","2025-01-01T19:01:36","96"
"AL000000000681","EV000000000681","overstock_risk","2025-01-01","ST013","SKU00224","0.64","0.0491","0.0128","0.3373","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:27:00","2025-01-01T19:27:14","14"
"AL000000000682","EV000000000682","overstock_risk","2025-01-01","ST013","SKU00305","0.64","0.0491","0.0345","0.3416","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:28:00","2025-01-01T19:29:55","115"
"AL000000000683","EV000000000683","reorder_trigger","2025-01-01","ST013","SKU00513","0.78","0.0491","0.0599","0.2667","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:40:00","2025-01-01T14:41:50","110"
"AL000000000684","EV000000000684","overstock_risk","2025-01-01","ST014","SKU00551","0.64","0.0467","0.0308","0.3402","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:32:00","2025-01-01T19:32:42","42"
"AL000000000685","EV000000000685","overstock_risk","2025-01-01","ST014","SKU00130","0.64","0.0467","0.0397","0.342","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:39:00","2025-01-01T19:40:00","60"
"AL000000000686","EV000000000686","overstock_risk","2025-01-01","ST014","SKU00192","0.64","0.0467","0.0331","0.3406","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:01:00","2025-01-01T19:03:02","122"
"AL000000000687","EV000000000687","overstock_risk","2025-01-01","ST014","SKU00042","0.64","0.0467","0.0192","0.3378","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:06:00","2025-01-01T19:07:54","114"
"AL000000000688","EV000000000688","overstock_risk","2025-01-01","ST014","SKU00013","0.64","0.0467","0.046","0.3432","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:27:00","2025-01-01T19:28:26","86"
"AL000000000689","EV000000000689","overstock_risk","2025-01-01","ST014","SKU00328","0.64","0.0467","0.0214","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:10:00","2025-01-01T19:10:51","51"
"AL000000000690","EV000000000690","reorder_trigger","2025-01-01","ST014","SKU00294","0.78","0.0467","0.0531","0.2646","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:36:00","2025-01-01T14:37:16","76"
"AL000000000691","EV000000000691","overstock_risk","2025-01-01","ST014","SKU00389","0.64","0.0467","0.0129","0.3366","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:23:00","2025-01-01T19:24:35","95"
"AL000000000692","EV000000000692","reorder_trigger","2025-01-01","ST014","SKU00564","0.78","0.0467","0.0666","0.2673","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:19:00","2025-01-01T14:20:59","119"
"AL000000000693","EV000000000693","overstock_risk","2025-01-01","ST014","SKU00284","0.64","0.0467","0.0428","0.3426","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:22:00","2025-01-01T19:23:08","68"
"AL000000000694","EV000000000694","overstock_risk","2025-01-01","ST014","SKU00419","0.64","0.0467","0.0195","0.3379","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:19:00","2025-01-01T19:21:03","123"
"AL000000000695","EV000000000695","expiry_risk","2025-01-01","ST014","SKU00419","0.73","0.0467","0.0195","0.4829","medium","Prioritize FEFO transfer and targeted sell-through campaign.","2025-01-01T16:36:00","2025-01-01T16:36:25","25"
"AL000000000696","EV000000000696","reorder_trigger","2025-01-01","ST014","SKU00481","0.78","0.0467","0.0349","0.261","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:06:00","2025-01-01T14:07:35","95"
"AL000000000697","EV000000000697","overstock_risk","2025-01-01","ST014","SKU00138","0.64","0.0467","0.0137","0.3367","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:06:00","2025-01-01T19:07:02","62"
"AL000000000698","EV000000000698","overstock_risk","2025-01-01","ST014","SKU00193","0.64","0.0467","0.0239","0.3388","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:48:00","2025-01-01T19:48:12","12"
"AL000000000699","EV000000000699","overstock_risk","2025-01-01","ST014","SKU00417","0.64","0.0467","0.0142","0.3369","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:05:00","2025-01-01T19:06:20","80"
"AL000000000700","EV000000000700","reorder_trigger","2025-01-01","ST014","SKU00345","0.78","0.0467","0.0399","0.262","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:06:00","2025-01-01T14:07:32","92"
"AL000000000701","EV000000000701","reorder_trigger","2025-01-01","ST014","SKU00243","0.78","0.0467","0.0397","0.262","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:09:00","2025-01-01T14:10:06","66"
"AL000000000702","EV000000000702","overstock_risk","2025-01-01","ST014","SKU00378","0.64","0.0467","0.0392","0.3419","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:48:00","2025-01-01T19:49:00","60"
